Gene ID,Expression level
WBGene00003472,10.241
WBGene00003473,28.908
WBGene00003474,8.316
WBGene00003475,4.161
WBGene00003476,46.35
WBGene00003477,4.117
WBGene00003478,0.643
WBGene00003479,0.833
WBGene00003480,0
WBGene00003482,1.418
WBGene00003485,41.067
WBGene00003495,3215.114
WBGene00003497,4.935
WBGene00003499,0
WBGene00003504,0.222
WBGene00003507,0.094
WBGene00003508,1.523
WBGene00003509,5.233
WBGene00003510,10.5
WBGene00003511,83.085
WBGene00003514,8.747
WBGene00003515,696.917
WBGene00003516,14.305
WBGene00003517,0
WBGene00003518,0.284
WBGene00003519,20.097
WBGene00003520,6.879
WBGene00003522,0
WBGene00003523,0.461
WBGene00003524,0.417
WBGene00003525,0.024
WBGene00003526,0.043
WBGene00003527,2.037
WBGene00003528,0
WBGene00003529,0
WBGene00003530,0.118
WBGene00003531,0
WBGene00003532,3.805
WBGene00003533,0
WBGene00003534,8.007
WBGene00003535,0
WBGene00003537,0
WBGene00003538,0
WBGene00003539,0
WBGene00003540,0
WBGene00003541,0
WBGene00003542,0
WBGene00003543,0
WBGene00003544,0.078
WBGene00003545,0
WBGene00003546,0.682
WBGene00003547,0.066
WBGene00003548,0
WBGene00003549,0
WBGene00003550,0.178
WBGene00003551,0
WBGene00003552,0.402
WBGene00003553,0.653
WBGene00003554,0
WBGene00003555,18.974
WBGene00003556,0
WBGene00003558,0
WBGene00003559,36.886
WBGene00003561,0.885
WBGene00003562,0
WBGene00003563,1.035
WBGene00003564,26.184
WBGene00003565,21.383
WBGene00003566,11.806
WBGene00003567,46.189
WBGene00003568,0
WBGene00003569,3.854
WBGene00003570,7.594
WBGene00003571,0
WBGene00003572,0
WBGene00003573,0
WBGene00003574,0
WBGene00003575,0
WBGene00003576,0.206
WBGene00003577,0
WBGene00003578,37.921
WBGene00003579,0.648
WBGene00003580,23.775
WBGene00003581,24.847
WBGene00003582,7.251
WBGene00003583,9.187
WBGene00003584,9.843
WBGene00003585,0.161
WBGene00003586,16.454
WBGene00003587,21.455
WBGene00003588,171.645
WBGene00003589,31.399
WBGene00003590,0.193
WBGene00003591,0
WBGene00003592,7.519
WBGene00003593,17.258
WBGene00003594,15.881
WBGene00003595,0
WBGene00003596,20.2
WBGene00003597,148.005
WBGene00003598,4.452
WBGene00003599,2.139
WBGene00003600,51.421
WBGene00003601,8.186
WBGene00003602,11.702
WBGene00003603,7.828
WBGene00003604,0
WBGene00003605,7.788
WBGene00003606,0.258
WBGene00003607,0
WBGene00003608,0.104
WBGene00003609,3.006
WBGene00003610,0.177
WBGene00003611,42.286
WBGene00003612,7.097
WBGene00003613,15.837
WBGene00003614,18.62
WBGene00003615,0
WBGene00003616,13.545
WBGene00003617,5.478
WBGene00003618,8.183
WBGene00003619,2.896
WBGene00003620,0.824
WBGene00003621,0.426
WBGene00003622,0
WBGene00003623,0.112
WBGene00003624,0.832
WBGene00003625,2.984
WBGene00003626,3.32
WBGene00003627,0.833
WBGene00003628,33.804
WBGene00003629,0
WBGene00003630,14.525
WBGene00003632,12.096
WBGene00003633,0
WBGene00003634,0
WBGene00003635,0.922
WBGene00003636,6.402
WBGene00003637,20.895
WBGene00003638,4.544
WBGene00003639,13.115
WBGene00003640,0
WBGene00003641,0
WBGene00003642,0
WBGene00003643,0
WBGene00003644,23.897
WBGene00003645,0
WBGene00003646,21.273
WBGene00003647,7.606
WBGene00003648,9.025
WBGene00003649,2.016
WBGene00003650,0
WBGene00003651,0.682
WBGene00003652,20.917
WBGene00003653,3.344
WBGene00003654,11.163
WBGene00003655,0.544
WBGene00003656,15.213
WBGene00003657,11.088
WBGene00003658,2.046
WBGene00003659,4.673
WBGene00003660,0.768
WBGene00003661,6.548
WBGene00003662,0
WBGene00003663,0.139
WBGene00003664,0
WBGene00003665,0
WBGene00003668,5.495
WBGene00003669,0
WBGene00003670,13.536
WBGene00003671,0
WBGene00003673,7.059
WBGene00003674,1.094
WBGene00003675,0.449
WBGene00003676,15.62
WBGene00003677,16.235
WBGene00003678,3.909
WBGene00003679,0
WBGene00003680,1.545
WBGene00003681,0
WBGene00003682,0
WBGene00003683,0.439
WBGene00003684,2.014
WBGene00003685,23.486
WBGene00003686,1.833
WBGene00003687,36.568
WBGene00003688,0
WBGene00003689,0
WBGene00003690,10.986
WBGene00003691,29.813
WBGene00003692,8.078
WBGene00003693,0.661
WBGene00003694,7.047
WBGene00003695,23.277
WBGene00003696,0
WBGene00003697,9.3
WBGene00003698,0
WBGene00003699,0.454
WBGene00003700,0
WBGene00003702,0
WBGene00003703,0
WBGene00003704,0.628
WBGene00003705,0.99
WBGene00003706,0
WBGene00003707,10.158
WBGene00003709,0.158
WBGene00003710,0
WBGene00003711,0
WBGene00003712,1.015
WBGene00003713,0
WBGene00003714,0
WBGene00003715,1.309
WBGene00003716,0.222
WBGene00003717,0
WBGene00003718,0.298
WBGene00003719,0.171
WBGene00003720,0.183
WBGene00003721,0
WBGene00003722,15.485
WBGene00003723,0.195
WBGene00003724,15.148
WBGene00003725,5.427
WBGene00003726,0
WBGene00003727,0
WBGene00003728,9.728
WBGene00003729,0
WBGene00003730,0.063
WBGene00003731,0
WBGene00003732,4.074
WBGene00003733,1
WBGene00003734,0
WBGene00003735,0
WBGene00003736,0
WBGene00003738,16.775
WBGene00003739,15.061
WBGene00003740,0
WBGene00003741,15.44
WBGene00003742,0
WBGene00003743,0
WBGene00003744,4.66
WBGene00003745,0
WBGene00003746,2.055
WBGene00003747,16.461
WBGene00003748,2.946
WBGene00003749,29.771
WBGene00003750,0.633
WBGene00003751,23.636
WBGene00003752,61.45
WBGene00003753,26.033
WBGene00003754,7.249
WBGene00003755,84.693
WBGene00003756,35.283
WBGene00003757,0
WBGene00003758,19.392
WBGene00003759,75.379
WBGene00003760,0.024
WBGene00003761,5.774
WBGene00003762,30.806
WBGene00003763,1.297
WBGene00003764,0.23
WBGene00003765,66.96
WBGene00003766,21.715
WBGene00003767,15.578
WBGene00003768,23.114
WBGene00003769,24.656
WBGene00003770,0
WBGene00003771,165.982
WBGene00003772,6.308
WBGene00003773,0
WBGene00003774,0
WBGene00003775,0
WBGene00003776,60.143
WBGene00003777,12.726
WBGene00003778,0.674
WBGene00003779,0.288
WBGene00003783,0
WBGene00003784,2.976
WBGene00003785,5.18
WBGene00003786,0.339
WBGene00003787,4.057
WBGene00003788,1.944
WBGene00003789,9.498
WBGene00003790,9.813
WBGene00003791,4.938
WBGene00003792,15.248
WBGene00003793,20.716
WBGene00003794,11.888
WBGene00003795,11.448
WBGene00003796,48.146
WBGene00003797,4.471
WBGene00003798,7.525
WBGene00003799,7.697
WBGene00003800,15.73
WBGene00003801,1.609
WBGene00003802,39.068
WBGene00003803,3.718
WBGene00003804,1.267
WBGene00003805,18.291
WBGene00003806,21.076
WBGene00003807,16.243
WBGene00003808,6.321
WBGene00003812,127.917
WBGene00003813,0.208
WBGene00003815,25.915
WBGene00003816,0.586
WBGene00003818,8.966
WBGene00003821,35.757
WBGene00003822,1.737
WBGene00003825,72.974
WBGene00003826,57.496
WBGene00003827,19.837
WBGene00003828,0.12
WBGene00003829,19.051
WBGene00003830,2.459
WBGene00003831,301.178
WBGene00003834,22.016
WBGene00003835,2.902
WBGene00003836,92.65
WBGene00003837,0
WBGene00003838,0
WBGene00003839,0
WBGene00003840,0
WBGene00003841,0
WBGene00003842,1.26
WBGene00003843,8.827
WBGene00003844,2.307
WBGene00003845,0
WBGene00003846,0
WBGene00003847,0.061
WBGene00003848,0
WBGene00003849,24.5
WBGene00003850,4.512
WBGene00003851,4.57
WBGene00003854,0
WBGene00003856,0
WBGene00003858,2.158
WBGene00003859,0.076
WBGene00003860,574.84
WBGene00003861,3.231
WBGene00003862,0
WBGene00003864,0
WBGene00003865,0
WBGene00003868,39.867
WBGene00003870,5.398
WBGene00003876,0.728
WBGene00003877,0
WBGene00003878,0
WBGene00003879,0
WBGene00003882,0
WBGene00003883,0
WBGene00003884,12.212
WBGene00003885,0.329
WBGene00003886,0
WBGene00003887,11.985
WBGene00003888,1.508
WBGene00003889,0
WBGene00003890,0
WBGene00003891,38.766
WBGene00003892,0
WBGene00003893,11180.33
WBGene00003898,14.158
WBGene00003901,61.428
WBGene00003902,2746.562
WBGene00003903,315.162
WBGene00003904,18.836
WBGene00003905,1.357
WBGene00003906,0
WBGene00003907,9.334
WBGene00003909,0
WBGene00003911,24.41
WBGene00003912,0
WBGene00003914,30.817
WBGene00003915,84.859
WBGene00003916,34.03
WBGene00003917,0.599
WBGene00003918,0.737
WBGene00003919,16.028
WBGene00003920,442.518
WBGene00003921,8.278
WBGene00003922,49.366
WBGene00003923,62.038
WBGene00003924,58.325
WBGene00003925,47.624
WBGene00003926,73.669
WBGene00003927,96.898
WBGene00003928,50.622
WBGene00003929,187.533
WBGene00003930,181.763
WBGene00003931,147.658
WBGene00003932,138.511
WBGene00003933,26.354
WBGene00003934,76782.5
WBGene00003936,32.539
WBGene00003937,0
WBGene00003938,0
WBGene00003939,0
WBGene00003941,20.321
WBGene00003943,0
WBGene00003947,69.504
WBGene00003948,71.18
WBGene00003949,72.879
WBGene00003950,77.84
WBGene00003951,93.567
WBGene00003952,39.413
WBGene00003953,77.564
WBGene00003954,57.743
WBGene00003955,2.319
WBGene00003956,0
WBGene00003957,0
WBGene00003958,1.357
WBGene00003959,0
WBGene00003960,19.985
WBGene00003961,6.952
WBGene00003962,83.451
WBGene00003963,410.815
WBGene00003964,126.377
WBGene00003965,0.747
WBGene00003966,27.158
WBGene00003967,23.582
WBGene00003968,3.18
WBGene00003969,20.459
WBGene00003970,5.694
WBGene00003975,3.597
WBGene00003976,0
WBGene00003978,5.557
WBGene00003979,1.065
WBGene00003980,5.925
WBGene00003981,19.779
WBGene00003982,33.562
WBGene00003983,0
WBGene00003986,1.105
WBGene00003987,0
WBGene00003989,45.321
WBGene00003990,37.923
WBGene00003991,529.974
WBGene00003992,12.275
WBGene00003993,1.679
WBGene00003994,0
WBGene00003995,0
WBGene00003996,1.449
WBGene00003997,0
WBGene00003998,3.728
WBGene00003999,0.221
WBGene00004000,0.637
WBGene00004001,0
WBGene00004002,11.745
WBGene00004003,0
WBGene00004004,1.522
WBGene00004005,0
WBGene00004006,0
WBGene00004007,0
WBGene00004008,1.741
WBGene00004009,0
WBGene00004010,5.165
WBGene00004011,8.007
WBGene00004013,0
WBGene00004014,174.095
WBGene00004015,120.846
WBGene00004016,0.879
WBGene00004017,0
WBGene00004020,7.58
WBGene00004023,0
WBGene00004024,0.048
WBGene00004025,64.308
WBGene00004026,0.108
WBGene00004027,0.423
WBGene00004028,3.445
WBGene00004029,0.438
WBGene00004030,0
WBGene00004031,0.066
WBGene00004032,26.628
WBGene00004033,29.083
WBGene00004034,4.62
WBGene00004035,0
WBGene00004036,2.17
WBGene00004037,21.005
WBGene00004038,0.076
WBGene00004039,27.16
WBGene00004040,25.357
WBGene00004041,0.363
WBGene00004042,0
WBGene00004043,0
WBGene00004044,0
WBGene00004045,7.679
WBGene00004046,296.603
WBGene00004047,1.241
WBGene00004048,3.34
WBGene00004049,9.586
WBGene00004050,1.589
WBGene00004051,0.061
WBGene00004052,0
WBGene00004053,2.303
WBGene00004054,0
WBGene00004055,3.312
WBGene00004056,8.897
WBGene00004057,13.913
WBGene00004058,0
WBGene00004059,0.059
WBGene00004060,5.909
WBGene00004061,0
WBGene00004062,0
WBGene00004063,7.858
WBGene00004064,5.972
WBGene00004068,13.161
WBGene00004075,16.209
WBGene00004076,35.097
WBGene00004077,0.213
WBGene00004078,0
WBGene00004083,3.808
WBGene00004084,0
WBGene00004085,5.779
WBGene00004086,0.151
WBGene00004087,17.75
WBGene00004088,9.088
WBGene00004089,3.012
WBGene00004090,5.548
WBGene00004091,3.363
WBGene00004092,73.713
WBGene00004093,9.062
WBGene00004094,0
WBGene00004095,17.693
WBGene00004096,0
WBGene00004098,0
WBGene00004099,0
WBGene00004100,0
WBGene00004101,13.002
WBGene00004102,0
WBGene00004103,0
WBGene00004104,0
WBGene00004105,17.139
WBGene00004106,22.448
WBGene00004107,0
WBGene00004108,5.966
WBGene00004109,13.968
WBGene00004110,2.388
WBGene00004111,3.223
WBGene00004112,1161.667
WBGene00004113,631.551
WBGene00004114,0
WBGene00004115,0.021
WBGene00004116,5.265
WBGene00004117,4.093
WBGene00004118,0
WBGene00004119,2.952
WBGene00004120,0
WBGene00004121,28.026
WBGene00004122,0.756
WBGene00004123,0
WBGene00004124,0.728
WBGene00004125,13.482
WBGene00004126,29.081
WBGene00004127,0
WBGene00004128,37.62
WBGene00004129,17.378
WBGene00004130,476.866
WBGene00004131,161.916
WBGene00004132,5.967
WBGene00004133,0
WBGene00004134,39.089
WBGene00004135,473.495
WBGene00004136,61
WBGene00004138,15.919
WBGene00004139,1.978
WBGene00004140,17.022
WBGene00004141,0
WBGene00004143,45.518
WBGene00004144,0.933
WBGene00004145,40.953
WBGene00004146,0.811
WBGene00004147,39.591
WBGene00004148,20.732
WBGene00004149,0
WBGene00004150,0
WBGene00004151,39.138
WBGene00004152,19.757
WBGene00004153,0
WBGene00004154,0.132
WBGene00004155,0
WBGene00004156,18.11
WBGene00004157,0
WBGene00004159,0
WBGene00004160,0
WBGene00004161,6.231
WBGene00004163,0.067
WBGene00004164,2.204
WBGene00004165,0.4
WBGene00004166,2.264
WBGene00004167,77.477
WBGene00004168,0
WBGene00004169,0.294
WBGene00004170,0
WBGene00004171,0
WBGene00004172,9.03
WBGene00004173,0.059
WBGene00004174,15.783
WBGene00004175,8.594
WBGene00004176,0
WBGene00004177,0
WBGene00004178,25.33
WBGene00004179,0
WBGene00004180,4.901
WBGene00004181,0
WBGene00004182,48.972
WBGene00004183,16.243
WBGene00004184,65.562
WBGene00004185,13.803
WBGene00004186,6.528
WBGene00004187,24.02
WBGene00004188,2.872
WBGene00004189,45.026
WBGene00004190,46.862
WBGene00004191,1.508
WBGene00004192,0
WBGene00004193,1.055
WBGene00004194,0
WBGene00004195,0
WBGene00004196,0.16
WBGene00004197,0
WBGene00004198,3.558
WBGene00004199,6.11
WBGene00004201,40.034
WBGene00004202,11.152
WBGene00004203,14.095
WBGene00004204,5.769
WBGene00004205,15.651
WBGene00004206,2.39
WBGene00004207,0
WBGene00004208,12.686
WBGene00004209,0
WBGene00004210,12.996
WBGene00004211,0
WBGene00004212,0.061
WBGene00004213,58.544
WBGene00004214,6.971
WBGene00004215,13.047
WBGene00004216,0
WBGene00004217,3.894
WBGene00004218,0
WBGene00004219,0
WBGene00004220,2.188
WBGene00004221,0.076
WBGene00004222,1.022
WBGene00004223,0
WBGene00004224,0
WBGene00004225,0
WBGene00004226,2.677
WBGene00004227,0.677
WBGene00004228,0
WBGene00004229,0.076
WBGene00004230,0.111
WBGene00004231,0
WBGene00004232,0
WBGene00004233,0
WBGene00004234,0
WBGene00004235,3.26
WBGene00004236,0
WBGene00004237,0.115
WBGene00004238,13.763
WBGene00004239,0
WBGene00004240,0
WBGene00004241,0
WBGene00004242,0.279
WBGene00004243,0
WBGene00004244,0
WBGene00004245,15.892
WBGene00004246,13.663
WBGene00004248,12.81
WBGene00004249,152.7
WBGene00004254,18.786
WBGene00004255,0
WBGene00004256,16.15
WBGene00004257,0
WBGene00004258,76.746
WBGene00004259,24.871
WBGene00004264,5.801
WBGene00004265,0.319
WBGene00004266,97.109
WBGene00004267,11.677
WBGene00004268,63.311
WBGene00004269,10.899
WBGene00004270,7.22
WBGene00004271,39.668
WBGene00004272,39.072
WBGene00004273,23.587
WBGene00004274,177.539
WBGene00004275,0
WBGene00004276,4.681
WBGene00004277,13.152
WBGene00004278,66.851
WBGene00004279,7.662
WBGene00004281,11.602
WBGene00004282,4.195
WBGene00004283,0.686
WBGene00004284,5.052
WBGene00004285,0.402
WBGene00004286,22.878
WBGene00004287,0
WBGene00004296,4.211
WBGene00004297,3.231
WBGene00004298,0
WBGene00004300,73.989
WBGene00004301,0
WBGene00004302,154.793
WBGene00004303,5.661
WBGene00004304,10.559
WBGene00004305,76.615
WBGene00004306,13.109
WBGene00004307,18.95
WBGene00004308,9.716
WBGene00004309,0
WBGene00004310,7.928
WBGene00004311,55.899
WBGene00004312,0.392
WBGene00004313,2.369
WBGene00004314,0.402
WBGene00004315,15.296
WBGene00004316,17.541
WBGene00004317,2.058
WBGene00004318,5.298
WBGene00004319,8.779
WBGene00004320,74.768
WBGene00004321,38.608
WBGene00004322,10.647
WBGene00004323,7.788
WBGene00004324,14.655
WBGene00004326,4.468
WBGene00004328,0.227
WBGene00004332,0.698
WBGene00004333,0
WBGene00004334,1.567
WBGene00004335,0
WBGene00004336,357.678
WBGene00004337,14.274
WBGene00004338,0.184
WBGene00004339,9.779
WBGene00004340,1.055
WBGene00004341,12.871
WBGene00004342,0
WBGene00004343,2.026
WBGene00004344,0.183
WBGene00004345,11.266
WBGene00004346,32.146
WBGene00004347,7.139
WBGene00004348,7.047
WBGene00004349,13.421
WBGene00004350,38.853
WBGene00004351,0
WBGene00004352,0
WBGene00004353,0
WBGene00004354,9.32
WBGene00004355,1.409
WBGene00004356,11.95
WBGene00004357,95.848
WBGene00004358,8.795
WBGene00004359,0
WBGene00004360,1.732
WBGene00004361,1.511
WBGene00004363,26.388
WBGene00004364,14.105
WBGene00004367,4.89
WBGene00004368,18.649
WBGene00004369,12.315
WBGene00004370,0
WBGene00004371,6.388
WBGene00004372,0
WBGene00004373,63.219
WBGene00004374,0
WBGene00004375,38.365
WBGene00004377,0.525
WBGene00004378,12.721
WBGene00004380,0
WBGene00004381,19.637
WBGene00004382,69.844
WBGene00004383,0.136
WBGene00004384,4.482
WBGene00004385,24.12
WBGene00004386,21.805
WBGene00004387,62.829
WBGene00004388,12.475
WBGene00004389,23.718
WBGene00004390,50.438
WBGene00004391,0.117
WBGene00004392,13.9
WBGene00004393,4.485
WBGene00004394,15.925
WBGene00004395,0
WBGene00004397,12.758
WBGene00004398,52.139
WBGene00004400,2.76
WBGene00004401,4.235
WBGene00004402,0
WBGene00004403,2.593
WBGene00004404,9.324
WBGene00004405,22.503
WBGene00004408,1995.788
WBGene00004409,2765.838
WBGene00004410,961.975
WBGene00004411,12.189
WBGene00004412,1109.253
WBGene00004413,1507.457
WBGene00004414,1239.436
WBGene00004415,1063.071
WBGene00004416,1296.639
WBGene00004417,1246.477
WBGene00004418,1234.161
WBGene00004419,3186.432
WBGene00004420,1176.264
WBGene00004421,1603.477
WBGene00004422,143.808
WBGene00004423,1287.613
WBGene00004424,6399.569
WBGene00004425,1665.065
WBGene00004426,930.63
WBGene00004427,1115.393
WBGene00004428,1237.663
WBGene00004429,1928.734
WBGene00004430,1460.282
WBGene00004431,1114.302
WBGene00004432,1034.404
WBGene00004433,1304.733
WBGene00004434,958.481
WBGene00004435,928.813
WBGene00004436,1364.388
WBGene00004437,62.954
WBGene00004438,868.005
WBGene00004439,480.038
WBGene00004440,910.944
WBGene00004441,1631.796
WBGene00004442,823.562
WBGene00004443,336.584
WBGene00004444,743.12
WBGene00004445,1031.41
WBGene00004446,1500.083
WBGene00004447,1064.891
WBGene00004448,961.783
WBGene00004449,1367.323
WBGene00004450,1390.58
WBGene00004451,659.157
WBGene00004452,1407.256
WBGene00004453,703.77
WBGene00004454,1058.795
WBGene00004455,0
WBGene00004456,1197.026
WBGene00004457,0.411
WBGene00004458,36.466
WBGene00004459,34.245
WBGene00004460,71.681
WBGene00004461,62.181
WBGene00004462,112.959
WBGene00004463,62.021
WBGene00004464,30.866
WBGene00004465,29.061
WBGene00004466,46.946
WBGene00004467,35.068
WBGene00004468,22.468
WBGene00004469,1276.964
WBGene00004470,1289.077
WBGene00004471,810.138
WBGene00004472,1270.422
WBGene00004473,1334.608
WBGene00004474,1351.493
WBGene00004475,790.875
WBGene00004476,1741.145
WBGene00004477,1865.583
WBGene00004478,1989.193
WBGene00004479,1216.759
WBGene00004480,1518.312
WBGene00004481,1440.606
WBGene00004482,970.18
WBGene00004483,1640.594
WBGene00004484,1220.393
WBGene00004485,1730.229
WBGene00004486,1012.304
WBGene00004487,1279.508
WBGene00004488,1265.828
WBGene00004489,1095.442
WBGene00004490,810.791
WBGene00004491,754.271
WBGene00004492,1591.582
WBGene00004493,1139.876
WBGene00004494,1814.111
WBGene00004495,1518.327
WBGene00004496,1355.466
WBGene00004497,1061.864
WBGene00004498,1271.085
WBGene00004499,1226.571
WBGene00004501,53.114
WBGene00004502,59.743
WBGene00004503,26.794
WBGene00004504,77.899
WBGene00004505,52.927
WBGene00004506,59.015
WBGene00004507,16.008
WBGene00004508,8.045
WBGene00004509,0
WBGene00004510,0.845
WBGene00004512,88.354
WBGene00004513,0
WBGene00004567,257.39
WBGene00004622,17494.19
WBGene00004677,220.986
WBGene00004679,53.313
WBGene00004680,16.948
WBGene00004681,7.069
WBGene00004682,5.2
WBGene00004684,6.739
WBGene00004698,13.838
WBGene00004699,6.749
WBGene00004700,76.675
WBGene00004701,21.911
WBGene00004702,38.007
WBGene00004703,72.855
WBGene00004704,12.023
WBGene00004705,46.641
WBGene00004706,3.319
WBGene00004719,1.565
WBGene00004721,0
WBGene00004723,15.469
WBGene00004726,7.64
WBGene00004727,6.216
WBGene00004728,1.978
WBGene00004729,12.537
WBGene00004732,34.288
WBGene00004735,0.472
WBGene00004736,757.063
WBGene00004737,0
WBGene00004738,0.612
WBGene00004739,17.094
WBGene00004740,0
WBGene00004742,0
WBGene00004743,22.974
WBGene00004744,59.563
WBGene00004745,18.504
WBGene00004746,1.29
WBGene00004747,0.55
WBGene00004748,3.129
WBGene00004749,43.978
WBGene00004750,0
WBGene00004751,1.484
WBGene00004752,1.582
WBGene00004753,5.092
WBGene00004754,12.144
WBGene00004755,13.454
WBGene00004756,23.703
WBGene00004758,20.252
WBGene00004759,4.222
WBGene00004760,11.996
WBGene00004762,13.294
WBGene00004764,0
WBGene00004765,0.21
WBGene00004766,38.705
WBGene00004767,10.247
WBGene00004768,5.555
WBGene00004769,2.436
WBGene00004771,0
WBGene00004773,7.153
WBGene00004774,11.795
WBGene00004775,0
WBGene00004776,0.298
WBGene00004777,22.152
WBGene00004778,1.218
WBGene00004779,10.431
WBGene00004780,15.277
WBGene00004781,2.539
WBGene00004782,2.111
WBGene00004783,13.169
WBGene00004786,7.727
WBGene00004787,12.593
WBGene00004788,61.793
WBGene00004789,0
WBGene00004790,195.037
WBGene00004793,0
WBGene00004795,0.293
WBGene00004796,0
WBGene00004798,21.121
WBGene00004800,12.719
WBGene00004801,17.814
WBGene00004802,0
WBGene00004803,1.92
WBGene00004804,21.314
WBGene00004806,9.829
WBGene00004807,187.019
WBGene00004808,14.643
WBGene00004809,30.772
WBGene00004810,0.527
WBGene00004811,0.131
WBGene00004813,0
WBGene00004814,0
WBGene00004816,0
WBGene00004817,0
WBGene00004818,0
WBGene00004819,0
WBGene00004820,0
WBGene00004821,0
WBGene00004822,5.543
WBGene00004823,1.467
WBGene00004824,4.319
WBGene00004825,0.072
WBGene00004826,21.87
WBGene00004827,2.226
WBGene00004829,5.756
WBGene00004830,29.18
WBGene00004831,59.118
WBGene00004833,0
WBGene00004834,0
WBGene00004835,0
WBGene00004836,29.553
WBGene00004837,0
WBGene00004839,0
WBGene00004840,0
WBGene00004841,0
WBGene00004842,0
WBGene00004844,0
WBGene00004846,0
WBGene00004848,0
WBGene00004854,9.217
WBGene00004855,0.769
WBGene00004856,5.302
WBGene00004857,2.419
WBGene00004858,0.188
WBGene00004859,6.646
WBGene00004860,6.535
WBGene00004862,23.24
WBGene00004873,1.588
WBGene00004874,15.076
WBGene00004875,0.766
WBGene00004876,3.842
WBGene00004877,0
WBGene00004878,0
WBGene00004879,7.827
WBGene00004880,5.144
WBGene00004881,5.445
WBGene00004882,21.93
WBGene00004883,6.344
WBGene00004884,6.309
WBGene00004885,5.57
WBGene00004886,6.098
WBGene00004887,64.327
WBGene00004888,61.706
WBGene00004889,2.349
WBGene00004890,7.746
WBGene00004891,16.397
WBGene00004892,8.883
WBGene00004893,2.719
WBGene00004894,8.916
WBGene00004895,28.531
WBGene00004896,24.046
WBGene00004897,64.265
WBGene00004898,3.04
WBGene00004899,0.226
WBGene00004900,15.147
WBGene00004901,0
WBGene00004902,2.97
WBGene00004903,0
WBGene00004904,0
WBGene00004905,0
WBGene00004906,0
WBGene00004907,0.274
WBGene00004908,1.393
WBGene00004909,0
WBGene00004910,26.369
WBGene00004911,0.129
WBGene00004912,15.603
WBGene00004913,17.393
WBGene00004914,30.979
WBGene00004915,78.636
WBGene00004916,35.035
WBGene00004917,65.211
WBGene00004918,48.231
WBGene00004919,44.452
WBGene00004920,51.194
WBGene00004921,5.467
WBGene00004922,0.342
WBGene00004923,10.238
WBGene00004924,49.82
WBGene00004925,9.156
WBGene00004926,0
WBGene00004927,18.368
WBGene00004928,0
WBGene00004929,37.982
WBGene00004930,119.359
WBGene00004931,99.329
WBGene00004932,59.188
WBGene00004933,6.819
WBGene00004944,15.106
WBGene00004945,1.171
WBGene00004946,11.637
WBGene00004947,30.375
WBGene00004949,16.019
WBGene00004950,0.183
WBGene00004951,52.416
WBGene00004952,1.551
WBGene00004953,4.931
WBGene00004954,2.933
WBGene00004955,0
WBGene00004958,5.414
WBGene00004959,10.889
WBGene00004960,8.883
WBGene00004962,0
WBGene00004963,0.403
WBGene00004964,0
WBGene00004965,0
WBGene00004966,0.737
WBGene00004969,0
WBGene00004971,0.905
WBGene00004972,0
WBGene00004973,0
WBGene00004974,0
WBGene00004975,5.1
WBGene00004976,0
WBGene00004978,17.735
WBGene00004979,1.534
WBGene00004980,125.28
WBGene00004981,2.766
WBGene00004984,0.109
WBGene00004985,7.184
WBGene00004986,7.106
WBGene00004987,0.359
WBGene00004988,10.263
WBGene00004989,0
WBGene00004990,13.383
WBGene00004991,0
WBGene00004992,0
WBGene00004993,0.164
WBGene00004994,0.411
WBGene00004995,789.805
WBGene00004996,0
WBGene00004997,0
WBGene00004998,20.939
WBGene00004999,15.575
WBGene00005000,2034.784
WBGene00005001,9.91
WBGene00005002,0
WBGene00005003,0.408
WBGene00005004,0
WBGene00005005,0
WBGene00005006,1.445
WBGene00005007,12.408
WBGene00005008,0.753
WBGene00005009,5.145
WBGene00005010,4.681
WBGene00005011,8.547
WBGene00005012,0
WBGene00005013,0
WBGene00005014,16.079
WBGene00005015,11.371
WBGene00005016,123.36
WBGene00005017,8.074
WBGene00005018,56.965
WBGene00005019,3.31
WBGene00005020,5.081
WBGene00005021,9.937
WBGene00005022,1.337
WBGene00005023,6.483
WBGene00005024,1.24
WBGene00005025,6.276
WBGene00005026,18.87
WBGene00005027,0
WBGene00005029,0
WBGene00005030,0
WBGene00005031,0
WBGene00005032,0
WBGene00005033,0
WBGene00005034,0
WBGene00005035,0
WBGene00005036,0
WBGene00005037,0
WBGene00005038,0
WBGene00005039,0
WBGene00005040,0
WBGene00005041,0
WBGene00005043,0
WBGene00005044,0.122
WBGene00005045,0
WBGene00005046,0
WBGene00005047,0
WBGene00005048,0
WBGene00005049,0
WBGene00005050,0
WBGene00005051,0
WBGene00005052,0
WBGene00005053,0
WBGene00005054,0
WBGene00005055,0
WBGene00005056,0
WBGene00005057,0
WBGene00005058,0
WBGene00005059,0
WBGene00005060,0
WBGene00005061,0
WBGene00005062,0
WBGene00005063,0.099
WBGene00005064,0
WBGene00005065,0
WBGene00005066,0
WBGene00005067,0
WBGene00005068,0
WBGene00005069,0
WBGene00005070,0.059
WBGene00005071,0
WBGene00005072,0
WBGene00005074,0
WBGene00005076,0
WBGene00005077,2.527
WBGene00005078,0.066
WBGene00005079,0
WBGene00005080,0
WBGene00005081,0
WBGene00005082,0
WBGene00005083,0
WBGene00005084,0
WBGene00005085,0
WBGene00005086,0
WBGene00005087,0
WBGene00005088,0
WBGene00005089,0
